,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,label,party,district_code
219,Hareeshpatel412,1237599451339841536,हरीश निरंजन थलौरा,(कार्यकर्ता समाजवादी पार्टी महोबा)                                      अपना भी बक्त आएगा..!!और सपा का झंडा फहरायेगा..!! मिशन 2022 सीटे 350+ अखिलेश भइआ ज़िंदाबाद,False,2020-03-11T04:41:36+00:00,422,712,2038,2424,,sp,MAH
220,AnshulP27340574,1003946053710708737,Anshul Patel🇮🇳(चौधरी अंशुल पटेल),"अध्यक्ष प्र. छात्रसंघ ए.पी.एन.पी.जी कॉलेज बस्ती           
                   ☎️ 7080900743   
facebook.com/anshul.patel.1…",False,2018-06-05T10:26:06+00:00,2005,994,8705,8238,,bjp,BAS
222,Anuragy53860657,1358102171242254336,Anurag yadav jaunpur,"क्रांतिकारी ,
सक्रिय समाजवादी पार्टी सदस्य
8303946536",False,2021-02-06T17:16:29+00:00,184,438,324,1259,,sp,LCK
224,basudeoyadav,435876625,Basudeo Yadav,Ex Director Education UP Member Legislative Council (MLC) Samajwadi Party,False,2011-12-13T14:57:54+00:00,402,104,266,60,,sp,HAP
225,bholavidhayak7,767378928537329665,भोला सिंह विधायक,समाजवादी पार्टी इलाहाबाद . लखनऊ उत्तर प्रदेश. 9415403429,False,2016-08-21T15:12:48+00:00,208,191,81,255,,sp,ALH
226,spsunilyadav,2574292958,Sunil Yadav,BCA| MCA | IT Head | A worker of @samajwadiparty | Socialist Thinker & Akhileshian by Heart| Views are Personal,False,2014-06-18T06:43:25+00:00,27772,7846,13946,14209,,sp,MAI
228,MohdshadabRld,2991634484,mohd shadab,Try to achieve something big...,False,2015-01-21T15:24:47+00:00,655,356,255,278,,rld,ALG
229,chsandeepyadav,1260562608303804417,ch. Sandeep Yadav,"समाजवादी छात्र सभा  पूर्व अध्यक्ष 132 जलालाबाद  (शाहँ)
जिलाध्यक्ष अखिल भारतीय युवा शक्ति (शाहँ)  जिला उपाध्यक्ष लोहिया वाहिनी समाजवादी पार्टी (शाहँ) 
7084263560",False,2020-05-13T13:28:58+00:00,380,842,3984,7644,,sp,SHJ
233,UditAwasthi13,1162921672971653121,Udit Awasthi,chef organizer congress Sewadal fatehpur up.,False,2019-08-18T02:58:50+00:00,120,818,577,942,,inc,FTH
234,DrAyoovkhnBJP,932789672920494081,Dr. Ayoov Khan BJP,"2013 बूथ उपाध्यक्ष भाजपा, 2021 जिला उपाध्यक्ष अ.सं. मोर्चा, 2021 मीडिया प्रभारी एवं जिला सह संयोजक औरैया सोशलमीडिया, 2017 जिला संयोजक औरैया(MRM) #स्वंयसेवक",False,2017-11-21T01:56:03+00:00,1420,1462,32562,23737,,bjp,AUR
235,vikashyadavagra,1386045085293322240,Vikash,"Ex Airforcian, 
social Actives
working at samajwadi party,
sports lover⚽🏏🏸🏀🏈",False,2021-04-24T19:51:32+00:00,11060,71,975,1306,,sp,AGR
238,RaviGautamBjp,876058016231170049,Ravi Gautam 🇮🇳,"City President - BJYM Madhya Pradesh
                         नगर अध्यक्ष भारतीय जनता युवा मोर्चा मध्यप्रदेश",False,2017-06-17T12:44:42+00:00,356,205,637,1152,,bjp,KAS
241,aps_purvanchal,1131917543294132224,Anurag Pratap Singh 🔥🔥,|Nationalist|✍Poet|✍Writer|Shooter🥇|Student Leader=D.D.U.Ghorkpur University| RSS | ABVP |BJYM|Activist |🙏🔥#स्वाभिमान_से_कोई_समझौता_नहीं🙏🔥🇮🇳🇮🇳🚩🚩,False,2019-05-24T13:39:07+00:00,715,437,1430,16507,,bjp,GOR
243,JwalaAkash,1034135639002890243,Akash singh Jwala,प्रदेश सचिव आप युवा मोर्चा उत्तर प्रदेश .,False,2018-08-27T17:48:44+00:00,723,1305,326,596,,aap,AZA
244,PatelManojSach1,1112745144543932416,Patel Manoj Sachan,"किसान सेवक ,सामाजिक कार्यकर्ता
कार्यकर्ता Indian National Congress",False,2019-04-01T15:54:51+00:00,156,545,3172,4049,,inc,KNN
246,anisansariias,3191867635,Dr Anis Ansari IAS(r),"President Ex-Officer’s Organisation UPCC, Sr Research Fellow ICSSR, ex Agriculture Production Commissioner / Addl CS UP, founder VC KMC Univetsity,Urdu poet,",False,2015-05-11T07:38:50+00:00,3048,432,25922,7628,,inc,LCK
248,ArvindYadavAdv,852792839104741376,Arvind Yadav,◆ #एडवोकेट◆प्रदेश कार्यकारिणी सदस्य समाजवादी छात्रसभा उ.प्र. ◆169 बक्शी का तालाब विधानसभा◆,False,2017-04-14T07:57:11+00:00,2494,948,9319,70264,,sp,LCK
250,VijayYadavExMl1,1306477531722395648,Mla Vijay Yadav,Mla Thakurdwara,False,2020-09-17T06:18:33+00:00,235,464,393,1029,,sp,MOR
252,Pooja_gautam81,1212011189066092546,Pooja gautam,समाजवादी पार्टी,False,2019-12-31T14:03:00+00:00,793,86,79,91,,sp,ALG
254,PappuYadav05,913812102648815616,Pappu Yadav,समाजवादी कार्यकर्ता,False,2017-09-29T17:05:57+00:00,1856,3386,533,8157,,sp,DEO
255,DEEPAKRGS1516,1333651322755694597,द्विवेदी सीतापुरी #3ह यू0 पी0 वाले 100% #3भ,"मै हिंदु हुँ हिंदी में लिखूगा#3ह सेवा निबृँत राजकीय कमँचारी एवम सामाजिक कार्यकर्ता , बी जे पी समर्थक बिधान सभा क्षेत्र सीतापुर।",False,2020-12-01T05:57:27+00:00,11368,11978,12350,820,,bjp,SIT
256,ssikarwarbjp,821046221477478401,Santosh Sikarwar,"क्षेत्रीय उपाध्यक्ष                                                                              
भाजपा किसान मोर्चा
ब्रज क्षेत्र",False,2017-01-16T17:27:28+00:00,570,360,412,918,,bjp,AGR
257,SujeetYadav000,1007268227926245376,अखिलेश आ रहे हैं🇮🇳,"प्रदेश कार्यकारिणी सदस्य, समाजवादी छात्र सभा ऊ०प्र०",False,2018-06-14T14:27:14+00:00,707,409,1377,18229,,sp,LCK
259,RameshAgrahari_,949973298560946176,Ramesh Agrahari,"वरिष्ठ महामंत्री ,उ प्र उद्योग व्यापार प्रतिनिधि मण्डल ।
कार्यकारिणी सदस्य , उ प्र कांग्रेस।
प्रदेश अध्यक्ष ,अग्रहरि समाज उ प्र

9415217940 , 7828688888",False,2018-01-07T11:57:38+00:00,177,59,92,290,,inc,ALH
260,HareramDubey7,864509627802599424,HareRam Dubey,बूथ प्रमुख भाजपा,False,2017-05-16T15:55:31+00:00,298,644,1267,20298,,bjp,DEO
263,YuvrajSinghYad8,727759626691878912,Yuvraj Singh Captain,"जिला सचिव लोहियावाहिनी प्रयागराज, बीटीसी (डीएलएड) छात्र , समाजवादी चिंतक , लेखक , खिलाड़ी,पर्यावरण प्रेमी",False,2016-05-04T07:19:50+00:00,1213,1645,3299,3580,,sp,ALH
264,scsrdmishra,807175494584012800,Adv. Abhishek Mishra(R.D),"🚲ज़िलाध्यक्ष, समाजवादी छात्र सभा, काशी 🛕.🚲",False,2016-12-09T10:50:09+00:00,795,217,4845,14705,,sp,VAR
267,amitgupt39,2459972335,अमित गुप्ता (बमबम),सामाजिक व् राजनितिक कार्यकर्ता,False,2014-04-23T16:26:33+00:00,728,333,464,881,,bjp,VAR
268,ShivPra59667535,1260815225931968512,Shiv Prakash Soni,"District General Secretary BJP (OBC Morcha)- Basti, UP",False,2020-05-14T06:12:49+00:00,313,898,119,1576,,bjp,BAS
269,Mahakaal_Brand,3018249321,आशीष कुमार सिंह,"युवा भाजपा कार्यकर्ता व बूथ प्रमुख जमानियां गाजीपुर,उत्तर प्रदेश । 
Job- Chemist at Chemical Laboratory
🇮🇳 🚩जय श्री राम🚩
🕉️हर हर महादेव🕉️",False,2015-02-04T18:22:20+00:00,1127,3136,509,3270,,bjp,GZP
270,vcjaiswalbjp,881483519545016325,Vivek Chandra Jaiswal,bjp varanasi,False,2017-07-02T12:03:43+00:00,381,770,854,2646,,bjp,VAR
271,VishnuS42311154,1029245552905605121,Vishnu Sharma,युवा कांग्रेस नेता,False,2018-08-14T05:57:17+00:00,94,86,301,155,,inc,BRL
272,indreshyadav338,1303295099896356864,Indresh Yadav,"समाजवादी पार्टी,  ब्लॉक प्रमुख उमर्दा (तिर्वा), कन्नौज",False,2020-09-08T11:33:29+00:00,1905,1712,338,858,,sp,KAN
273,juhiesingh,99719314,Juhie Singh,"राष्ट्रीय अध्यक्ष, समाजवादी महिला सभा 
M.Sc., Univ. of London
Spokesperson,SP

facebook.com/singh.juhie
 instagram.com/juhiesingh",True,2009-12-27T14:40:59+00:00,235942,1783,43750,18521,,sp,LCK
274,AkShivam93,960032577741496320,Shivam Tiwari ( छात्र संघ अध्यक्ष ),"जला दे जो दुश्मन कि रूह तक ,🇮🇳  
 मै हिन्दुत्व कि वह आग हुँ ।

#स्वयंसेवक, #छात्र_संघ_अध्यक्ष,KNPG Collage 
प्रदेश कार्यकारणी सदस्य  (काशी प्रान्त )@AbvpVoice",False,2018-02-04T06:09:37+00:00,1179,492,3816,19521,,bjp,BDH
275,RainaRamgopal,809066468578988032,ramgopal raina,"प्रदेश सचिव 
कांग्रेस सोशल मीडिया विभाग 
  
( जिला सचिव )
(पूर्व प्रदेश सलाहकार 
कॉग्रेस एससी विभाग उ0प्र0)",False,2016-12-14T16:04:12+00:00,988,2261,8791,9898,,inc,ALG
277,INCBhadohi,1338403055180554245,Bhadohi Congress,Official Twitter Account of Bhadohi Congress,False,2020-12-14T08:39:05+00:00,685,87,2426,2218,,inc,BDH
279,SevadalGON,1120264926063255552,Gonda Congress Sevadal,Official Twitter Account Gonda Congress Sevadal- Uttar Pradesh. @CongressSevadal is headed by the Chief Organiser Shri Lalji Desai. RTs are not endorsements.,False,2019-04-22T09:55:46+00:00,242,114,3961,3380,,inc,GON
283,bechaisaroj11,1095222123126173701,Bechai saroj,"Ex MLA Lalganj Azamgarh
@samjwadiparty",False,2019-02-12T07:24:37+00:00,1780,1419,1510,1861,,sp,AZA
286,shukla_shivvu,783601940919902208,शिवम् शुक्ला🇮🇳,"Followed by MLC @BjpSarojini & @BalaAwasthi

.                अधिवक्ता उच्च न्यायालय (प्रयागराज) 
█║▌│█│║▌║││█║▌│║█║▌ © Official 
Profile 2016",False,2016-10-05T09:37:16+00:00,1465,1394,2065,8590,,bjp,VAR
288,NeeravPrince,1238763593056698370,Neerav Pratap Singh,नीरव प्रताप सिंह पूर्व छात्रसंघ अध्यक्ष किसान डिग्री कालेज बहराइच 🚩वीर भोग्य वसुंधरा🚩💯%Follow🔜सभी मित्र अकाउंट100%फ़ालो करें सभी को फ़ालो बैक किया जाएगा,False,2020-03-14T09:47:58+00:00,1125,605,855,897,,bjp,BAH
289,AlokKum68798680,1056844492005879808,Alok Kumar Pathak,"280,विधानसभा जलालपुर,अम्बेडकर नगर की सम्मानित जनता की सतत् सेवा में ।
जिला महासचिव   जिला कांग्रेस कमेटी अंबेडकर नगर",False,2018-10-29T09:45:36+00:00,138,212,440,568,,inc,AMB
291,vineetRishi10,1256084674998386690,Vineet Rishi,"Student Activist | विभाग संगठन मंत्री- सहारनपुर विभाग 
 ABVP Meerut Prant | नमस्ते सदा वत्सले मातृभूमि 🚩",False,2020-05-01T04:55:31+00:00,574,354,1761,1948,,bjp,SAH
296,shivamgahlot,270486619,Thakur Shivam Gahlot,"Advisory Committee Member NYK,
Ministry of Youth Affairs and Sports,
Govt. of India 🇮🇳

+919971128806",False,2011-03-22T18:17:17+00:00,1359,1577,10158,34342,,bjp,GZB
298,dhirajA2Y,738028627716014080,Srivastava Dhiraj,"Worker & Soldier of Sri @yadavakhilesh, People's Person.",False,2016-06-01T15:25:11+00:00,1355,777,6160,12641,,sp,BAS
300,SinghManojBJP,1164210447463022592,Manoj Kumar Singh,"भाजपा नेता , भाजपा विधानसभा प्रत्याशी मल्हनी, जौनपुर,
पूर्व उपाध्यक्ष इलाहाबाद विश्वविद्यालय,
9628141000",False,2019-08-21T16:20:16+00:00,2040,764,857,4314,,bjp,JNP
301,Ranjeetgupta08,570913443,Ranjeet gupta,"पूर्व मंत्री , पूर्व उपाध्यक्ष , पूर्व प्रबंध समिति सदस्य वाराणसी प्रेस क्लब । पूर्व सदस्य कार्यकारिणी काशी पत्रकार संघ । पूर्व जेल विजिटर वाराणसी .",False,2012-05-04T13:28:14+00:00,1810,4862,36851,3981,,bjp,VAR
