Age,Candidate,Constituency_Name,Constituency_No,Constituency_Type,Contested,DelimID,Deposit_Lost,District_Name,ENOP,Electors,Incumbent,Last_Constituency_Name,Last_Party_ID,Margin,Votes,Margin_Percentage,MyNeta_education,N_Cand,No_Terms,Party,Party_ID,Party_Type_TCPD,Poll_No,Position,Recontest,Same_Constituency,Same_Party,Sex,Sub_Region,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Turncoat,Turnout_Percentage,Valid_Votes,Vote_Share_Percentage,Votes,last_poll,pid,username,id,displayname,description,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,profileImageUrl,profileBannerUrl,username,party,district_code
39,ABHIJEET SINGH,BITHOOR,210,GEN,1,4,no,KANPUR GRAMEEN,2.86,368435,FALSE,,,21073,107330,8.73,Graduate,8,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Business,,,,FALSE,65.52,241399,44.46,107330,TRUE,AEUP2026295,BJP4Abhijeet,754624167622959104,MLA Abhijeet Singh Sanga,"विधायक, बिठूर विधानसभा क्षेत्र",TRUE,2016-07-17T10:29:56+00:00,55786,538,13549,11187,15,2508,"Kanpur, India",FALSE,https://pbs.twimg.com/profile_images/1378362920132694022/05yYh7xJ_normal.jpg,https://pbs.twimg.com/profile_banners/754624167622959104/1599056722,BJP4Abhijeet,bjp,KNN
52,ASHOK KUMAR,BITHOOR,210,GEN,1,4,yes,KANPUR GRAMEEN,2.86,368435,FALSE,,,2297,4447,0.95,10th Pass,8,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Agriculture,,,,FALSE,65.52,241399,1.84,4447,TRUE,AEUP2026294,AshokKu27873331,1409546585072013312,Ashok Kumar Nishad,"अशोक कुमार निषाद 
सक्रिय कार्यकर्ता कांग्रेस पार्टी
210 बिठूर विधानसभा कांग्रेस पार्टी निवास - रमेल नगर बिठूर पूर्व प्रधान 
10 वर्ष प्रधान पद पर रहे
9935602100",FALSE,2021-06-28T16:18:22+00:00,14,42,10,18,0,7,,FALSE,https://pbs.twimg.com/profile_images/1409549907220865029/9aG6i9DJ_normal.jpg,,AshokKu27873331,inc,KNN
42,HAJI IRFAN SOLANKI,SISAMAU,213,GEN,3,4,no,KANPUR NAGAR,2.27,274629,TRUE,SISAMAU,7425,12266,79163,7.85,12th Pass,8,3,SP,7425,State-based Party,0,1,TRUE,TRUE,TRUE,M,DOAB,Other,,,,FALSE,56.88,156209,50.68,79163,TRUE,AEUP69257,IrfanSolanki,2740223000,Irfan Solanki,"Member of legislative Assembly (M.L.A) Sisamau Kanpur, Samajwadi Party",TRUE,2014-08-17T18:20:08+00:00,13857,93,504,2275,8,343,"kanpur,India ",FALSE,https://pbs.twimg.com/profile_images/1392194325463793664/NiKITtDJ_normal.jpg,https://pbs.twimg.com/profile_banners/2740223000/1537267538,IrfanSolanki,sp,KNN
36,KANISHKA PANDEY,MAHARAJPUR,217,GEN,1,4,yes,KANPUR NAGAR,2.22,444749,FALSE,,,5908,7280,2.34,Graduate Professional,13,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Business,,,,FALSE,56.72,252262,2.89,7280,TRUE,AEUP2026359,KanishkaPandey_,1937549040,कनिष्क पांडेय ~ Kanishka Pandey,अध्यक्ष~उत्तर प्रदेश युवा कांग्रेस (@IYC_UPEast) ◆ Former Secretary~@INCUttarPradesh ◆ Former President~@NSUIUPCentral ◆ Advocate ◆ Tweets are Mine.,FALSE,2013-10-05T13:01:24+00:00,9128,250,6282,7960,8,1280,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1482763186390863874/Lk8y0WBc_normal.jpg,https://pbs.twimg.com/profile_banners/1937549040/1642357406,KanishkaPandey_,inc,KNN
30,SHEETAL KUSHWAHA,MADHOGARH,219,GEN,1,4,no,JALAUN,3.23,444726,FALSE,,,7222,70257,2.83,Post Graduate,13,0,BSP,16651,State-based Party,0,2,FALSE,,,F,BUNDELKHAND,Business,,,,FALSE,57.3,254828,27.57,70257,TRUE,AEUP2026381,ErSheetal_Bsp,937908585828204546,𝐄𝐫.𝐒𝐡𝐞𝐞𝐭𝐚𝐥 𝐊𝐮𝐬𝐡𝐰𝐚𝐡𝐚,।।🐘बहुजन समाज पार्टी जिन्दाबाद🐘।। बहन जी जिन्दाबाद ।।   ||👉प्रभारी बहुजन समाज पार्टी 219 माधौगढ़ विधानसभा👈||,FALSE,2017-12-05T04:56:47+00:00,5897,612,492,16177,3,201,"Jalaun, India",FALSE,https://pbs.twimg.com/profile_images/1494872151501197312/TzEx_OFV_normal.jpg,https://pbs.twimg.com/profile_banners/937908585828204546/1635709717,ErSheetal_Bsp,bsp,JAL
56,GAURI SHANKAR,ORAI,221,SC,4,4,no,JALAUN,2.78,446928,TRUE,ORAI,1605,37648,128644,13.89,10th Pass,13,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,BUNDELKHAND,Other,,,,FALSE,60.66,271107,47.45,128644,TRUE,AEUP104570,GsvermaB,1018078087274061824,Gauri shankar Verma (MLA),"| Nationalist | BJP Karyakarta | विधायक 221, उरई-जालौन (भाजपा) |",TRUE,2018-07-14T10:21:45+00:00,2624,158,2211,2573,0,740,"Orai, India",FALSE,https://pbs.twimg.com/profile_images/1455345297698160648/DiGWq5-o_normal.jpg,https://pbs.twimg.com/profile_banners/1018078087274061824/1594782550,GsvermaB,bjp,JAL
46,Kailash Sahu,JHANSI NAGAR,223,GEN,2,4,yes,JHANSI,2.38,424149,FALSE,JHANSI,16651,9005,17846,3.56,Post Graduate,10,1,BSP,16651,State-based Party,0,3,FALSE,FALSE,TRUE,M,BUNDELKHAND,Other,,,,FALSE,59.6,252793,7.06,17846,TRUE,AEUP101676,KAILASHSAHU_MLA,1234476911348396033,kailash sahu Ex Mla Jhansi,EX MLA JHANSI UP,FALSE,2020-03-02T13:54:12+00:00,760,1353,893,511,0,828,JHANSI UTTAR PRADESH,FALSE,https://pbs.twimg.com/profile_images/1237229442008666113/jU9DMHBD_normal.jpg,,KAILASHSAHU_MLA,bsp,JHA
36,Pushpendra Singh,GARAUTHA,225,GEN,1,4,yes,JHANSI,2.7,352776,FALSE,,,19,510,0.01,Graduate Professional,14,0,IND,10809,Independents,0,9,FALSE,,,M,BUNDELKHAND,Agriculture,,,,FALSE,66.89,235972,0.22,510,TRUE,AEUP2026444,pushpendras714,2904401930,Pushpendra Singh Lodha Chandar,"Candidate Aam Aadmi Party 225 Garautha Constituency
JAY JAWAN JAY KISAAN JAY SAMVIDHAN",FALSE,2014-11-19T10:57:28+00:00,747,1570,12639,20082,0,212,"Jhansi, India",FALSE,https://pbs.twimg.com/profile_images/1487161473856008193/6HI1SC2X_normal.jpg,https://pbs.twimg.com/profile_banners/2904401930/1564836482,pushpendras714,aap,JHA
40,MANISHA,RATH,229,SC,1,4,no,HAMIRPUR,2.56,400847,FALSE,,,61979,139373,23.92,Post Graduate,8,1,BJP,1605,National Party,0,1,FALSE,,,F,BUNDELKHAND,Politics,MLA,,,FALSE,64.64,259108,53.79,139373,TRUE,AEUP2026495,manisha_mla,963472894796926976,Manisha Anuragi,"विधायक भारतीय जनता पार्टी
229-राठ विधानसभा जनपद-हमीरपुर उ०प्र०",TRUE,2018-02-13T18:00:13+00:00,850,173,2914,631,0,294,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1455066292201811969/ibOhry3z_normal.jpg,https://pbs.twimg.com/profile_banners/963472894796926976/1635749811,manisha_mla,bjp,HAM
68,RAKESH KUMAR GOSWAMI,MAHOBA,230,GEN,2,4,no,MAHOBA,3.33,318884,TRUE,MAHOBA,1605,43447,94490,20.97,Literate,15,2,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,BUNDELKHAND,Agriculture,,,,FALSE,64.97,207179,45.61,94490,TRUE,GEUP12585,rakeshgoswami_,1027924981244719104,Rakesh Goswami विधायक महोबा,"आपका सेवक 
महोबा विधायक 
230 सदर विधानसभा क्षेत्र",TRUE,2018-08-10T14:29:48+00:00,846,262,1035,663,0,746,"Mahoba, India",FALSE,https://pbs.twimg.com/profile_images/1485940455401750536/FdD8r-3n_normal.jpg,https://pbs.twimg.com/profile_banners/1027924981244719104/1638439863,rakeshgoswami_,bjp,MAH
32,ANIL KUMAR ANIL PRADHAN,CHITRAKOOT,236,GEN,1,4,no,CHITRAKOOT,2.94,376798,FALSE,,,20876,104771,8.61,Graduate,10,1,SP,7425,State-based Party,0,1,FALSE,,,M,BUNDELKHAND,Other,,,,FALSE,64.32,242357,43.23,104771,TRUE,AEUP2027196,Anilpradhan01,1391698371430084608,Anil Pradhan,"प्रत्याशी 236 चित्रकूट विधानसभा (समाजवादी पार्टी),
प्रति0सदस्य जिला पंचायत/अध्यक्ष बुंदेलखंड किसान विकाश समिति, चित्रकूट
युवा नेता समाजवादी पार्टी 
उत्तर प्रदेश",FALSE,2021-05-10T10:15:56+00:00,725,1119,191,216,0,96,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1396410250668900352/8G52jVej_normal.jpg,https://pbs.twimg.com/profile_banners/1391698371430084608/1644462335,Anilpradhan01,sp,CHK
28,RAMSURAT,MANIKPUR,237,GEN,1,4,yes,CHITRAKOOT,3.45,339754,FALSE,,,274,1625,0.13,Post Graduate,10,0,Ambedkar Samaj Party,9011,Local Party,0,8,FALSE,,,M,BUNDELKHAND,Business,,,,FALSE,61.2,207930,0.78,1625,TRUE,AEUP2027200,bjpramsurat,1426512580495876103,Ramsurat Rajbhar,भारतीय जनता पार्टी.( पूर्व प्रत्याशी लोकसभा सदर आजमगढ़ ),FALSE,2021-08-14T11:54:54+00:00,17,68,217,55,0,13,"आज़मगढ़, भारत",FALSE,https://pbs.twimg.com/profile_images/1490861738668875779/3mcHa0IX_normal.jpg,https://pbs.twimg.com/profile_banners/1426512580495876103/1643790627,bjpramsurat,bjp,AZA
35,SHIVAKANT TIWARI,HUSAINGANJ,242,GEN,1,4,yes,FATEHPUR,2.63,305084,FALSE,,,3277,5042,1.74,Post Graduate,7,0,INC,3482,National Party,0,4,FALSE,,,M,DOAB,Agriculture,,,,FALSE,61.74,188359,2.68,5042,TRUE,AEUP2027257,ShivakantINCONG,839023585930981376,शिवाकांत तिवारी,छात्र नेता कानपुर विश्वविद्यालय @INCUttarPradesh सेवा ही राजनीति है कांग्रेस का सिपाही,FALSE,2017-03-07T08:03:06+00:00,636,282,2483,3635,2,1447,"Fatehpur, India",FALSE,https://pbs.twimg.com/profile_images/1430215459417124865/9Ij-wzws_normal.jpg,https://pbs.twimg.com/profile_banners/839023585930981376/1629825065,ShivakantINCONG,inc,FTH
30,PANKAJ PAL,BISHWAVNATHGANJ,247,GEN,1,4,yes,PRATAPGARH,3.85,400498,FALSE,,,227,1494,0.11,Graduate,19,0,AAAP,13,State-based Party,0,10,FALSE,,,M,AVADH,Business,,Agriculture,,FALSE,50.17,200930,0.74,1494,TRUE,AEUP2027317,bsmnpankaj1,1425407399637045250,Pankaj Pal,,FALSE,2021-08-11T10:43:18+00:00,8,50,79,172,0,8,,FALSE,https://pbs.twimg.com/profile_images/1426456427497885696/2gWYx2oa_normal.jpg,,bsmnpankaj1,aap,PGH
41,NEERAJ TRIPATHI,PRATAPGARH,248,GEN,2,4,yes,PRATAPGARH,3.03,357433,FALSE,PRATAPGARH,3482,4793,6326,2.45,Doctorate,13,0,INC,3482,National Party,0,5,TRUE,TRUE,TRUE,M,AVADH,Liberal Profession or Professional,Lawyer,,,FALSE,54.83,195981,3.23,6326,TRUE,AEUP2029352,neeraj70001,2625355789,डॉ. नीरज त्रिपाठी,"पूर्व प्रदेश अध्यक्ष,युवा कांग्रेस,उ.प्र.(पूर्वी) 
पूर्व प्रत्याशी 248 सदर विधानसभा,प्रतापगढ़
सदस्य ए.आई.सी.सी, 
सदस्य टी.ए.सी.  
एडवोकेट, हाईकोर्ट , प्रयागराज l",FALSE,2014-07-12T13:43:13+00:00,3692,1694,3069,652,14,743,"प्रतापगढ़, उ.प्र.(पूर्वी),भारत ",FALSE,https://pbs.twimg.com/profile_images/1311373933711552512/SkDfivQY_normal.jpg,https://pbs.twimg.com/profile_banners/2625355789/1481390228,neeraj70001,inc,PGH
53,DINESH KUMAR UPADHYAY,PRATAPGARH,248,GEN,1,4,yes,PRATAPGARH,3.03,357433,FALSE,,,40,960,0.02,Graduate Professional,13,0,AAAP,13,State-based Party,0,11,FALSE,,,M,AVADH,Business,,Agriculture,,FALSE,54.83,195981,0.49,960,TRUE,AEUP2027333,dineshu65490448,3752351301,Dinesh Upadhyay AAP,"Convenor of Aam Aadmi Party Pratapgarh (U.P.) 
Mo. No.9839047409",FALSE,2015-09-23T19:26:12+00:00,162,279,414,1263,0,141,"Pratapgarh City, India",FALSE,https://pbs.twimg.com/profile_images/667583633511739392/WR19v-5Q_normal.jpg,,dineshu65490448,aap,PGH
67,RAJENDRA PRATAP SINGH URF MOTI,PATTI,249,GEN,8,4,no,PRATAPGARH,2.5,368130,TRUE,PATTI,1605,64537,86019,29.1,Graduate Professional,10,4,BJP,1605,National Party,0,2,TRUE,TRUE,TRUE,M,AVADH,Politics,Minister,,,FALSE,60.24,221762,38.79,86019,TRUE,AEUP69860,MotisinghU,2993458610,Rajendra Pratap Singh 'Moti Singh',"Official Twitter Account of Politician/Cabinet Minister of Rural Development,U.P Govt.(M.L.A-Patti Vidhansabha, Pratapgarh)",TRUE,2015-01-23T14:14:31+00:00,20705,94,18449,30732,15,5248,"Pratapgarh,Uttar Pradesh",FALSE,https://pbs.twimg.com/profile_images/1480454226975158273/8Qw37Gcc_normal.jpg,https://pbs.twimg.com/profile_banners/2993458610/1639129572,MotisinghU,bjp,PGH
42,ANURAG MISHRA,RANIGANJ,250,GEN,1,4,yes,PRATAPGARH,3.12,337775,FALSE,,,13,692,0.01,Doctorate,14,0,AAAP,13,State-based Party,0,8,FALSE,,,M,AVADH,Education,College Professor or Lecturer,,,FALSE,55.87,188715,0.37,692,TRUE,AEUP2027357,DRANURAGMISHR13,1047177757317246976,ANURAG MISHRA #डॉ अनुराग मिश्र,"प्रदेश उपाध्यक्ष, आम आदमी पार्टी उ०प्र०।",FALSE,2018-10-02T17:33:27+00:00,871,175,3304,6147,0,1142,जौनपुर,FALSE,https://pbs.twimg.com/profile_images/1440737015553691648/BR59JuZS_normal.jpg,https://pbs.twimg.com/profile_banners/1047177757317246976/1632333380,DRANURAGMISHR13,aap,PGH
53,Nagendra Pratap Singh Patel,CHAIL,253,GEN,1,4,no,KAUSHAMBI,3.45,388726,FALSE,,,44247,75609,19.75,Graduate,15,0,ADS,956,Local Party,0,2,FALSE,,,M,DOAB,Business,,,,FALSE,57.62,223984,33.76,75609,TRUE,GEUP84074,NPSPatel,927636585234890752,Nagendra Pratap Singh Patel ( NPSPatel ),EX - Member of Parliament Phulpur - Allahabad (Official Account),FALSE,2017-11-06T20:39:31+00:00,201,85,761,770,0,221,"Allahabad, India",FALSE,https://pbs.twimg.com/profile_images/1041315571160084482/u5IRjZLE_normal.jpg,https://pbs.twimg.com/profile_banners/927636585234890752/1537103902,NPSPatel,ad(s),KAU
65,GHANSHYAM PANDEY,PRATAPPUR,257,GEN,1,4,yes,ALLAHABAD,3.33,408265,FALSE,,,31806,34912,13.99,Graduate Professional,25,0,BSP,16651,State-based Party,0,3,FALSE,,,M,DOAB,Retired or Pension,,Agriculture,,FALSE,55.69,227363,15.36,34912,TRUE,AEUP2027476,ghanshyam4bsp,1482750017513594881,Er. Ghanshyam Pandey,"आधिकारिक हैंडल ||
बसपा प्रत्याशी - 257, प्रतापपुर विधानसभा प्रयागराज - उत्तर प्रदेश || सर्वजन हिताय - सर्वजन सुखाय ||",FALSE,2022-01-16T16:22:36+00:00,404,142,237,463,1,118,,FALSE,https://pbs.twimg.com/profile_images/1482752517465604098/p1LXk4I8_normal.jpg,https://pbs.twimg.com/profile_banners/1482750017513594881/1642356605,ghanshyam4bsp,bsp,ALH
52,NEELAM KARVARIYA,MEJA,259,GEN,2,4,no,ALLAHABAD,2.78,325588,TRUE,MEJA,1605,52183,75116,27.98,Post Graduate,14,1,BJP,1605,National Party,0,2,TRUE,TRUE,TRUE,F,DOAB,Business,,Politics,MLA,FALSE,57.28,186497,40.28,75116,TRUE,AEUP105034,NeelamUdaybhan,1034337892758376448,Neelam Udaybhan karwariya,"Member of the Legislative Assembly - 259 Meja,Prayagraj.",FALSE,2018-08-28T07:12:25+00:00,612,127,2207,77,3,158,"Allahabad, India",FALSE,https://pbs.twimg.com/profile_images/1488452760362110976/r9uyTCGo_normal.jpg,https://pbs.twimg.com/profile_banners/1034337892758376448/1643709997,NeelamUdaybhan,bjp,ALH
37,SARVESH CHANDRA TIWARI,MEJA,259,GEN,1,4,yes,ALLAHABAD,2.78,325588,FALSE,,,21165,22933,11.35,Post Graduate,14,0,BSP,16651,State-based Party,0,3,FALSE,,,M,DOAB,Business,,Agriculture,,FALSE,57.28,186497,12.3,22933,TRUE,AEUP2027500,babatiwarimeja,2861672232,BaBa Tiwari Sarvesh,"पूर्व प्रत्याशी मेजा विधानसभा (2012, 2017), पूर्व जिला पंचायत सदस्य (वर्तमान में पत्नी सदस्य हैं), पूर्व राष्ट्रीय सचिव,पूर्व प्रदेश अध्यक्ष युका",FALSE,2014-10-18T02:34:38+00:00,2245,516,5698,2692,6,205,"Meja, Prayagraj",FALSE,https://pbs.twimg.com/profile_images/1166792603628494848/Wn__MqQL_normal.jpg,https://pbs.twimg.com/profile_banners/2861672232/1621569257,babatiwarimeja,bsp,ALH
49,PIYUSH RANJAN NISHAD,KARACHHANA,260,GEN,1,4,no,ALLAHABAD,2.78,350749,FALSE,,,9328,89527,4.59,12th Pass,12,1,BJP,1605,National Party,0,1,FALSE,,,M,DOAB,Business,"Real Estate or Builder or Developer or Construction, Private Company",,,FALSE,57.93,203189,44.06,89527,TRUE,AEUP2027512,PiyushRNishad,1013016240888020993,Piyush Ranjan Nishad,,FALSE,2018-06-30T11:07:47+00:00,280,106,1229,731,0,735,"Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1260628469584551937/wp5pGftJ_normal.jpg,https://pbs.twimg.com/profile_banners/1013016240888020993/1588486833,PiyushRNishad,nishad,ALH
49,UJJWAL RAMAN SINGH,KARACHHANA,260,GEN,5,4,no,ALLAHABAD,2.78,350749,TRUE,KARACHHANA,7425,58249,80199,28.67,Graduate Professional,12,2,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,M,DOAB,Liberal Profession or Professional,Lawyer,Social Work,,FALSE,57.93,203189,39.47,80199,TRUE,AEUP105049,UjjwalRamanMLA,1282358373279690753,Kunwar Ujjwal Raman Singh,"Socialist Leader from Samajwadi Party. Former Cabinet Minister/ MLA Karchana,Prayagraj/ Advocate / Social Activist",FALSE,2020-07-12T16:57:59+00:00,1055,65,1994,2761,1,1038,Prayagraj,FALSE,https://pbs.twimg.com/profile_images/1400132280681582594/4hiDMNll_normal.jpg,https://pbs.twimg.com/profile_banners/1282358373279690753/1626102082,UjjwalRamanMLA,sp,ALH
35,RICHA SINGH,ALLAHABAD WEST,261,GEN,2,4,no,ALLAHABAD,2.27,460837,FALSE,ALLAHABAD WEST,7425,81200,88826,36.44,Doctorate,12,0,SP,7425,State-based Party,0,2,TRUE,TRUE,TRUE,F,DOAB,Politics,Party Worker,Social Work,,FALSE,48.36,222861,39.86,88826,TRUE,AEUP201019,RichaSingh_Alld,705716420617699328,Dr.Richa Singh,"Spokesperson of Samajwadi Party
First Elected Women President University of Allahabad Students Union
D.Phil in Globalization and Development Studies",TRUE,2016-03-04T11:28:01+00:00,86395,422,3888,1055,35,1564,"Allahabad,Uttar Pradesh, India",FALSE,https://pbs.twimg.com/profile_images/1364600734415613953/Q3hV_qG7_normal.jpg,https://pbs.twimg.com/profile_banners/705716420617699328/1553513193,RichaSingh_Alld,sp,ALH
45,SANJIV MISHRA,ALLAHABAD NORTH,262,GEN,1,4,yes,ALLAHABAD,2.63,447231,FALSE,,,330,1249,0.19,Graduate,9,0,AAAP,13,State-based Party,0,5,FALSE,,,M,DOAB,Small Business or Self-employed,Self-employed,,,FALSE,39.34,175941,0.71,1249,TRUE,AEUP2027528,Sanjeevmishraap,1251475109556228096,Sanjeev Mishra🇮🇳,महानगर अध्यक्ष आप प्रयागराज,FALSE,2020-04-18T11:38:32+00:00,179,81,123,136,0,11,प्रयागराज,FALSE,https://pbs.twimg.com/profile_images/1487119906239746051/ImyOupqW_normal.jpg,,Sanjeevmishraap,aap,ALH
60,Sakendra Pratap,KURSI,266,GEN,1,4,no,BARABANKI,2.78,395773,FALSE,,,217,118720,0.08,Post Graduate,9,1,BJP,1605,National Party,0,1,FALSE,,,M,AVADH,Retired or Pension,,Politics,MLA,FALSE,72.9,288519,41.15,118720,TRUE,AEUP2027578,sakendramlaup,714095847038971904,Sakendra Pratap Verma,"विधायक (266-कुर्सी, बाराबंकी, उ.प्र.) / सचेतक- विधानमंडल दल, भाजपा उ.प्र. / सदस्य- प्राक्कलन समिति, विधानसभा उ.प्र. / पूर्व जिलाध्यक्ष, भाजपा (सीतापुर)",TRUE,2016-03-27T14:24:52+00:00,2726,56,1078,606,4,461,"266- Kursi, Barabanki, U.P.",FALSE,https://pbs.twimg.com/profile_images/1482968486380900353/i0QzoPc-_normal.jpg,https://pbs.twimg.com/profile_banners/714095847038971904/1642402176,sakendramlaup,bjp,BAR
37,Baba Gorakhnath,MILKIPUR,273,SC,1,4,no,FAIZABAD,2.5,359480,FALSE,,,76140,90567,35.17,Graduate,7,0,BJP,1605,National Party,0,2,FALSE,,,M,AVADH,Other,,,,FALSE,60.23,216515,41.83,90567,TRUE,AEUP2027639,MlaGorakhnath,847156445300703232,Gorakhnath BaBa,"Member of Legislative Assembly, Uttar Pradesh, सेवक, विधायक मिल्कीपुर अयोध्या",TRUE,2017-03-29T18:40:10+00:00,45486,1932,7816,83563,14,4376,"Ayodhya, India",FALSE,https://pbs.twimg.com/profile_images/1320312597602729984/t_09Ib_S_normal.jpg,https://pbs.twimg.com/profile_banners/847156445300703232/1597079821,MlaGorakhnath,bjp,AYD
74,VED PRAKASH,AYODHYA,275,GEN,1,4,no,FAIZABAD,2.44,382434,FALSE,,,19990,113414,8.64,Graduate,10,1,BJP,1605,National Party,0,1,FALSE,,,M,AVADH,Other,,,,FALSE,60.47,231258,49.04,113414,TRUE,AEUP2027658,VedPrakashBJP,819868801030307840,Ved Prakash Gupta MLA Ayodhya,"वेद प्रकाश गुप्ता
विधायक 275 अयोध्या विधानसभा",TRUE,2017-01-13T11:28:49+00:00,1527,253,1522,10473,4,1182,"Ayodhya, India",FALSE,https://pbs.twimg.com/profile_images/1455467392432099331/nKw9eKHw_normal.jpg,https://pbs.twimg.com/profile_banners/819868801030307840/1635845443,VedPrakashBJP,bjp,AYD
38,SANJAY SHARMA,AYODHYA,275,GEN,1,4,yes,FAIZABAD,2.44,382434,FALSE,,,183,673,0.08,Graduate,10,0,Moulik Adhikar Party,11563,Local Party,0,8,FALSE,,,M,AVADH,Small Business or Self-employed,Shop Keeper,,,FALSE,60.47,231258,0.29,673,TRUE,AEUP2027652,sanjayshrmabjp,999570308179808256,"संजय शर्मा, विधायक","Member of Legislative Assembly, Anupshahr, Bulandshahr",TRUE,2018-05-24T08:38:27+00:00,4503,285,1911,626,1,1537,"Anupshahr, India",FALSE,https://pbs.twimg.com/profile_images/999571368952741889/7FGSuZ1r_normal.jpg,https://pbs.twimg.com/profile_banners/999570308179808256/1574425811,sanjayshrmabjp,bjp,BUL
63,SURESHWAR SINGH,MAHSI,285,GEN,5,4,no,BAHRAICH,2.38,340015,TRUE,MAHSI,1605,42684,117883,19.76,12th Pass,8,3,BJP,1605,National Party,0,1,TRUE,TRUE,TRUE,M,AVADH,Politics,MLA,Agriculture,,FALSE,63.52,215978,54.58,117883,TRUE,AEUP105359,SureshwarSingh7,1032506158521544704,Sureshwar Singh MLA,"विधायक 285 महसी विधानसभा, जिला- बहराइच, उत्तर प्रदेश",TRUE,2018-08-23T05:53:46+00:00,3717,58,2623,2730,1,1474,"Bahraich, India",FALSE,https://pbs.twimg.com/profile_images/1470061458499137537/ICNEOpBx_normal.jpg,https://pbs.twimg.com/profile_banners/1032506158521544704/1535005685,SureshwarSingh7,bjp,BAH
